Date,P_Rate_Kg/Ha,Replication,Soil_P_Level_ppm,Label_ID,R_Group_ID,R_CSV_Label,Runoff_Vol,Leachate_Vol,NO3_R,NO3_L,NH4_R,NH4_L,TKN_R,TKN_L,DRP_R,DRP_L,TP_R,TP_L,TSS_R,TSS_L
4/29/2025,50,1,L (5),7,3,48,2207.907015,2547.585018,0.015343877,0.022532966,0.015343877,0.022532966,20.183248,0.875110214,0.021620917,0.004023744,0.217143753,0.063309586,83.83887106,18.99331906
4/29/2025,50,2,L (5),8,3,48,2462.665517,2547.585018,0.007779238,0.023337714,0.007779238,0.023337714,22.693752,1.235534014,0.034228648,0.00643799,0.349980146,0.089697298,92.42342205,36.53799513
4/29/2025,50,3,L (5),9,3,48,1825.769263,3481.699524,0.012688206,0.02309629,0.012688206,0.02309629,28.368992,2.419387834,0.009227786,0.03959364,0.251687862,0.215818331,92.86069761,58.95440389
4/29/2025,75,1,L (5),10,4,49,2590.044768,2674.964269,0.017181386,0.033799449,0.017181386,0.033799449,31.712656,2.830867407,0.013908741,0.042249311,0.314902085,0.289103583,96.71301487,19.60496831
4/29/2025,75,2,L (5),11,4,49,2462.665517,1528.551011,0.022559791,0.014002629,0.022559791,0.014002629,23.709232,1.474206019,0.02644941,0.019313971,0.222105029,0.084817302,50.25718068,14.96931078
4/29/2025,75,3,L (5),12,4,49,1740.849762,1995.608264,0.019246908,0.020172369,0.019246908,0.020172369,20.539832,1.404496674,0.010998233,0.05106131,0.460182577,0.176401066,82.82213831,20.93020837
4/29/2025,100,1,L (5),13,5,50,3226.941022,1953.148514,0.03975459,0.024061988,0.03975459,0.024061988,17.834712,2.827690838,0.018348272,0.047507003,0.577399735,0.15151649,113.970645,15.54876797
4/29/2025,100,2,L (5),14,5,50,3311.860523,1953.148514,0.020923468,0.030848703,0.020923468,0.030848703,14.315936,1.402656964,0.018831121,0.032082651,0.489975316,0.149486645,145.8461559,16.9062001
4/29/2025,100,3,L (5),15,5,50,2547.585018,2717.424019,0.015290227,0.045495131,0.015290227,0.045495131,9.382272,1.83298062,0.049089675,0.031760752,0.483629872,0.344913179,80.96304648,51.50730591
4/29/2025,0,1,M (32) ,16,6,51,135.8712009,4755.492033,0.000729639,0.012017582,0.000729639,0.012017582,8.39732,0.035349717,0.0002146,0.006008791,0.004081686,0.13114186,,166.7549029
4/29/2025,0,2,M (32) ,17,6,51,3821.377527,1019.034007,0.020521094,0.002575196,0.020521094,0.002575196,15.913568,0.01615987,0.006035616,0.001287598,0.154511765,0.015917931,208.3631485,15.45219177
4/29/2025,0,3,M (32) ,18,6,51,2887.26302,2547.585018,0.008208438,0.008852237,0.008208438,0.008852237,11.160528,0.160745671,0.003648194,0.003218995,0.083415966,0.052815662,89.20421543,57.94571915
4/29/2025,25,1,M (32) ,19,7,52,3226.941022,2207.907015,0.008154788,0.006974489,0.008154788,0.006974489,11.220312,0.618169639,0.019367621,0.009066836,0.24435821,0.064541925,91.54350557,20.08784931
4/29/2025,25,2,M (32) ,20,7,52,3821.377527,1953.148514,0.009656985,0.008020663,0.009656985,0.008020663,9.7308,0.444191709,0.024142463,0.009254611,0.288876644,0.084001018,140.5183689,
4/29/2025,25,3,M (32) ,21,7,52,3651.538525,1188.873008,0.018455572,0.003755494,0.018455572,0.003755494,8.70472,0.336300007,0.019609045,0.004131044,0.325141038,0.045257462,220.5585762,32.52471755
4/29/2025,50,1,M (32) ,22,8,53,1783.309512,2717.424019,0.005633241,0.011159183,0.005633241,0.011159183,12.170496,1.64153711,0.022532966,0.02661036,0.264232822,0.285675085,76.39177308,83.44183558
4/29/2025,50,2,M (32) ,23,8,53,2250.366766,2590.044768,0.011373783,0.008181613,0.011373783,0.008181613,0.635152,1.187995014,0.026301872,0.042544385,0.263061376,0.275761251,97.3944136,69.38463334
4/29/2025,50,3,M (32) ,24,8,53,2547.585018,1868.229013,0.011266483,0.009442386,0.011266483,0.009442386,16.98544,1.205650537,0.03943269,0.023605964,0.444865123,0.182515413,103.3365325,30.92584493
4/29/2025,75,1,M (32) ,25,9,54,4161.055529,1358.712009,0.018401922,0.017167974,0.018401922,0.017167974,0.37312,0.009462987,0.060463458,0.018455572,0.616911291,0.149794864,184.0313118,17.51248401
4/29/2025,75,2,M (32) ,26,9,54,3396.780024,2207.907015,0.020386969,0.011159183,0.020386969,0.011159183,15.43572,2.37494364,0.028970956,0.027200509,0.247959193,0.168998852,120.8275551,50.35912222
4/29/2025,75,3,M (32) ,27,9,54,4585.653032,1358.712009,0.021728217,0.015021977,0.021728217,0.015021977,21.910624,1.28574699,0.052147721,0.009871585,0.450527335,0.089934431,167.1733998,16.65402891
4/29/2025,100,1,M (32) ,28,10,55,3566.619025,1273.792509,0.034926097,0.015692601,0.034926097,0.015692601,15.555288,1.304305591,0.091258511,0.015290227,0.657692203,0.145011706,130.6997888,17.46419591
4/29/2025,100,2,M (32) ,29,10,55,3609.078775,1103.953508,0.033061762,0.010810459,0.033061762,0.010810459,19.882632,0.880146525,0.085504557,0.01325153,0.765904223,0.121635095,162.8113748,21.34333989
4/29/2025,100,3,M (32) ,30,10,55,4076.136028,1358.712009,0.019313971,0.018455572,0.019313971,0.018455572,10.971424,0.871304546,0.046353529,0.018884771,0.380742741,0.165246041,131.6011666,27.21302662
4/29/2025,0,1,H (505),31,11,56,3906.297027,1613.470511,0.012339481,0.010193484,0.012339481,0.010193484,7.95212,0.114533992,0.004935792,0.001019348,0.207673469,0.051477097,112.0498517,31.0921706
4/29/2025,0,2,H (505),32,11,56,4330.89453,1103.953508,0.013680729,0.003835969,0.013680729,0.003835969,5.68372,0.013248182,0.005472292,0.000697449,0.283738323,0.016438871,163.905905,9.206930932
4/29/2025,0,3,H (505),33,11,56,1868.229013,3736.458026,0.00649164,0.01298328,0.00649164,0.01298328,15.199128,0.046891831,0.002360596,0.003540895,0.131857014,0.226924133,71.41273351,107.8863445
4/29/2025,25,1,H (505),34,12,57,4500.733531,1273.792509,0.018482397,0.003621369,0.018482397,0.003621369,9.153736,0.520572347,0.02985618,0.008449862,0.499735577,0.061329904,170.0492243,15.04979095
4/29/2025,25,2,H (505),35,12,57,4585.653032,1358.712009,0.015934026,0.004721193,0.015934026,0.004721193,6.22856,0.541774215,0.030419504,0.009442386,0.438026368,0.072946721,122.555196,15.62388279
4/29/2025,25,3,H (505),36,12,57,3057.102021,2547.585018,0.008691287,0.005633241,0.008691287,0.005633241,6.364664,0.772950898,0.016416875,0.017704473,0.319704155,0.198088911,131.3436301,60.36012412
4/29/2025,50,1,H (505),37,13,58,4288.43478,1019.034007,0.032511851,0.005150392,0.032511851,0.005150392,6.23492,0.316195708,0.027093209,0.008047488,0.408335296,0.053306559,132.2235466,11.65352796
4/29/2025,50,2,H (505),38,13,58,3736.458026,1613.470511,0.014163578,0.005606416,0.014163578,0.005606416,6.229832,0.701725996,0.016524175,0.016309575,0.288075383,0.121455368,111.6635469,37.82031244
4/29/2025,50,3,H (505),39,13,58,3906.297027,1103.953508,0.013573429,0.008020663,0.013573429,0.008020663,7.871984,0.428170599,0.013573429,0.006974489,0.295111033,0.080768074,129.3262606,26.36530221
4/29/2025,75,1,H (505),40,14,59,2547.585018,1613.470511,0.022532966,0.015290227,0.022532966,0.015290227,10.118336,0.776799786,0.047480178,0.02293534,0.654107852,0.210648357,160.1555293,46.48534359
4/29/2025,75,2,H (505),41,14,59,1528.551011,1188.873008,0.008691287,0.007510989,0.008691287,0.007510989,10.546576,0.837995286,0.015451176,0.019153021,0.230739178,0.144751772,83.34525938,33.20075094
4/29/2025,75,3,H (505),42,14,59,3651.538525,1273.792509,0.018455572,0.008449862,0.018455572,0.008449862,8.578368,0.677957065,0.031143778,0.011266483,0.386621162,0.083854822,110.2792881,13.11826697
4/29/2025,100,1,H (505),43,15,60,3566.619025,1528.551011,0.031546152,0.028005257,0.031546152,0.028005257,17.869056,0.828186536,0.061965656,0.056493364,0.558310558,0.309347039,119.4325656,30.22835016
4/29/2025,100,2,H (505),44,15,60,2972.182521,2122.987515,0.046943679,0.032860575,0.046943679,0.032860575,19.133848,1.349271841,0.076987633,0.060356158,0.668740867,0.470643909,129.9486405,76.72442443
4/29/2025,100,3,H (505),45,15,60,3142.021522,1019.034007,0.037715893,0.016416875,0.037715893,0.016416875,18.582224,0.291764823,0.078409356,0.040237439,0.830642908,0.22285425,150.8734836,16.2891855
